Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK38,OUT046,1654.7127400000002
DRC13,OUT046,2015.77608
NCP43,OUT049,1503.64272
FDX28,OUT049,1503.97562
FDF08,OUT049,1036.05138
FDZ33,OUT046,2114.84712
FDD10,OUT049,1931.8186999999998
FDO58,OUT017,2615.19582
FDI50,OUT017,3094.37208
FDO58,OUT045,2567.5245399999994
FDX08,OUT013,4783.83958
NCK17,OUT010,587.1024400000001
FDF39,OUT035,4145.67028
FDU45,OUT010,1283.19634
NCJ18,OUT018,1728.0173199999997
DRC27,OUT019,4559.265240000001
DRC25,OUT035,1590.6627799999999
FDU59,OUT035,2536.89774
FDU28,OUT035,3278.0663
NCP30,OUT046,555.0108799999999
FDB39,OUT018,833.51502
FDE41,OUT013,1310.82704
DRH11,OUT010,607.00986
FDA58,OUT045,4663.86242
FDU50,OUT046,1318.6834800000001
FDM34,OUT013,1955.5211800000002
FDM44,OUT027,2830.9816
FDR39,OUT045,2971.26566
FDM25,OUT045,2547.5505399999993
FDQ49,OUT049,1743.1309799999995
DRH25,OUT018,677.7178200000001
FDM09,OUT027,3403.036959999999
FDL44,OUT019,1319.8819199999998
NCR42,OUT018,347.74734
DRL59,OUT046,709.34332
FDX43,OUT013,3038.9109399999998
DRK47,OUT010,2953.22248
FDU48,OUT018,1863.0415600000001
FDY12,OUT045,809.41306
NCN43,OUT018,1704.3148400000002
NCM55,OUT018,2654.8775
FDQ21,OUT027,2951.8242999999998
FDX13,OUT035,4798.82008
NCK30,OUT027,5666.2909
FDG20,OUT049,1796.0620800000002
DRG27,OUT017,643.8286
FDY14,OUT018,3688.1991000000003
FDP59,OUT035,1647.3223600000001
FDU60,OUT017,3138.71436
NCC18,OUT019,2616.594
DRJ39,OUT017,3716.8285000000005
FDS07,OUT049,2174.56938
FDM08,OUT027,5499.24168
FDP51,OUT045,1789.13776
FDU16,OUT035,1644.45942
FDH12,OUT013,1564.6299999999999
DRE48,OUT010,1664.2336799999998
NCL42,OUT027,6003.05254
FDR21,OUT045,2235.7563999999998
NCW29,OUT035,2400.9413799999998
FDO11,OUT013,5710.233699999999
NCM31,OUT049,2049.59872
FDV35,OUT019,2045.9368200000001
FDF58,OUT017,963.21286
NCE43,OUT049,3397.3110800000004
FDA02,OUT035,2853.75196
DRL37,OUT010,540.56302
FDR24,OUT018,1126.8665
FDW59,OUT049,1250.50556
FDS22,OUT049,610.67176
FDW24,OUT017,634.90688
FDU24,OUT035,1570.8219400000003
FDA21,OUT027,5409.55842
FDH58,OUT027,2832.37978
FDW36,OUT018,1807.71358
FDI45,OUT027,4648.68218
FDU01,OUT018,2916.07084
FDF35,OUT027,3409.1623200000004
FDU43,OUT019,2305.73198
FDE24,OUT019,1052.9627
FDK50,OUT049,2658.9388799999997
FDG31,OUT045,1126.4004400000001
FDC60,OUT045,1248.90764
FDL36,OUT013,1230.0655000000002
FDP21,OUT013,3447.77872
FDW16,OUT045,1053.9614000000001
FDX02,OUT017,3526.80918
FDQ58,OUT027,3383.7953400000006
FDT51,OUT046,1123.2045999999998
FDD59,OUT049,1289.25512
NCM42,OUT018,1924.6946400000002
FDA57,OUT018,453.80928000000006
FDZ48,OUT035,2197.8058
FDE46,OUT045,3176.5983800000004
NCZ30,OUT019,361.59598
FDB56,OUT017,2472.64804
FDA25,OUT027,2491.8230799999997
FDD20,OUT013,3569.6866999999997
FDL25,OUT013,1115.48132
NCO18,OUT049,2407.1999
FDJ45,OUT017,545.7562599999999
FDR12,OUT035,2734.84008
NCF19,OUT010,525.84884
FDK25,OUT046,3176.1323199999997
NCR17,OUT046,1261.15836
FDC52,OUT046,3047.63292
NCA54,OUT017,2281.8963400000002
FDR45,OUT010,3302.90064
NCM19,OUT049,1561.03468
FDF39,OUT027,5677.21002
FDX23,OUT049,1236.2574399999999
FDD58,OUT027,2354.6017
FDX28,OUT013,1079.0620599999997
NCD31,OUT013,3170.9390799999996
FDU57,OUT018,2353.2701
FDI27,OUT046,681.0468200000001
NCM42,OUT046,1573.08566
FDD32,OUT027,2074.89912
FDI34,OUT013,5423.6068000000005
NCM29,OUT049,1969.50298
FDG46,OUT018,1790.8688399999999
DRC01,OUT010,637.63666
FDB15,OUT027,5677.21002
NCA17,OUT027,3823.09018
FDF10,OUT046,2620.85512
FDR26,OUT027,5354.030699999999
FDI02,OUT049,1689.00144
NCM54,OUT010,1916.23898
FDF14,OUT013,2183.9571600000004
FDJ33,OUT010,1543.72388
FDM20,OUT035,3518.2869400000004
FDC03,OUT027,5855.910739999999
NCX05,OUT046,2034.2853199999997
NCM41,OUT027,2937.37644
NCU29,OUT010,2016.7081999999998
FDQ59,OUT017,1530.40788
FDH46,OUT010,1623.28698
FDH09,OUT013,799.9586999999999
NCD06,OUT045,630.1131199999999
FDC15,OUT035,2827.91892
DRD37,OUT027,840.17302
FDT28,OUT027,3221.3401399999993
FDR28,OUT027,3454.5698800000005
FDT38,OUT017,1457.96884
FDV34,OUT027,1259.8933399999999
FDY52,OUT035,1157.89278
FDB34,OUT013,1989.9430399999997
DRL23,OUT018,1222.6751199999999
DRB24,OUT046,1714.63474
FDJ50,OUT046,894.76862
FDQ49,OUT035,2603.2114200000005
FDP20,OUT035,1871.3640599999999
FDV19,OUT027,3927.0215599999997
NCR54,OUT045,3328.13446
FDO09,OUT010,3833.54324
FDS57,OUT018,2212.32024
FDN10,OUT049,2033.08688
FDV23,OUT049,1791.46806
FDY28,OUT049,3032.8521600000004
DRG51,OUT013,3204.76172
FDD45,OUT019,1094.77494
NCL18,OUT027,4916.600100000001
NCM29,OUT013,2856.6148999999996
FDF17,OUT027,5483.79512
FDE22,OUT017,2315.38608
FDQ22,OUT017,443.68912
FDS01,OUT013,4442.151019999999
FDW35,OUT027,831.38446
FDJ33,OUT046,1430.27156
NCF54,OUT035,2530.83896
FDE09,OUT013,2080.82474
NCE06,OUT045,2414.7900199999995
DRH49,OUT049,1161.42152
FDY43,OUT045,2882.1816200000003
NCT05,OUT017,4592.55524
FDZ34,OUT045,3142.30968
FDL38,OUT017,1356.70066
FDZ31,OUT017,2894.8984
FDR14,OUT035,935.1161
NCN54,OUT049,896.63286
NCC42,OUT027,3285.8561600000003
FDK08,OUT017,1948.7300200000004
FDP59,OUT013,1977.35942
FDV22,OUT035,3076.4620600000003
FDD33,OUT035,3723.55308
DRE60,OUT027,4527.97264
FDK52,OUT046,2744.69392
FDA02,OUT017,2471.3830199999998
FDM56,OUT049,1704.4479999999999
FDE57,OUT035,1988.4116999999999
FDM32,OUT045,1437.1293
NCQ30,OUT027,3791.997320000001
FDQ27,OUT027,2442.0878199999997
FDT60,OUT027,2507.26964
FDU43,OUT049,3484.1313999999998
NCO55,OUT035,1794.0646800000002
FDG02,OUT045,3028.19156
FDJ28,OUT013,4790.16468
FDP40,OUT045,1641.3301600000002
FDJ38,OUT045,2718.8608799999997
NCC54,OUT017,4107.58652
NCZ41,OUT046,2387.82512
FDK38,OUT019,356.40274
FDU52,OUT013,2055.1914399999996
FDC40,OUT046,1039.77986
NCR30,OUT017,1169.07822
NCN18,OUT017,1595.2568
FDB50,OUT035,1288.18984
FDG04,OUT013,4139.877820000001
FDR26,OUT035,2071.37038
NCT17,OUT018,2260.391
FDX35,OUT027,4524.776800000001
FDS12,OUT046,1698.92186
NCZ29,OUT027,3419.6819600000003
FDB38,OUT010,2074.10016
FDP12,OUT013,503.94402
FDP22,OUT046,723.0588
FDS26,OUT018,4968.13302
FDR52,OUT046,2967.4705999999996
DRJ13,OUT046,2038.74618
FDU48,OUT027,3202.2316800000003
FDE29,OUT035,1125.4683200000002
NCT29,OUT049,1742.0656999999999
DRK37,OUT018,3087.44776
FDK55,OUT046,1291.18594
FDR07,OUT046,1109.5557
FDO21,OUT027,3868.2980000000002
FDK46,OUT049,3235.05562
FDB12,OUT045,1610.37046
FDT31,OUT027,5057.94944
FDJ33,OUT045,2002.92614
FDC26,OUT027,2668.26008
NCQ02,OUT045,2989.64174
FDP08,OUT010,2417.1868999999997
FDB11,OUT027,3103.56012
FDV55,OUT013,2392.8851999999997
FDW20,OUT049,2208.72492
NCJ18,OUT019,361.59598
FDC41,OUT018,1309.56202
FDE14,OUT027,3005.0217199999997
FDG35,OUT013,3288.0532999999996
FDF45,OUT035,996.5694399999999
FDS19,OUT027,1882.3497599999998
FDS58,OUT019,1323.81014
FDA26,OUT017,4304.92964
FDM32,OUT049,1013.6804999999998
FDL45,OUT046,1863.1081399999996
FDZ55,OUT049,2147.2049999999995
FDY37,OUT049,2415.9884599999996
FDO46,OUT046,1942.3383399999998
FDQ60,OUT046,1646.0573399999998
FDA19,OUT018,2150.26768
FDL15,OUT046,2506.27094
FDM10,OUT018,3407.2980799999996
NCL05,OUT017,605.81142
DRK49,OUT010,625.25278
NCE18,OUT027,5213.746639999999
FDG40,OUT049,319.78374
DRI59,OUT045,3197.63766
FDK28,OUT035,4445.08054
NCD06,OUT019,431.7713
FDO11,OUT019,4424.84022
FDK27,OUT046,1587.2672
FDT43,OUT027,1417.35504
FDD38,OUT018,1523.7498799999998
FDA16,OUT049,3298.3066200000003
FDL14,OUT027,3795.19316
NCM17,OUT049,779.6518
FDD20,OUT045,2113.2491999999997
FDA40,OUT045,1195.84338
FDL43,OUT045,1691.7312200000001
FDV15,OUT045,1626.81572
FDE52,OUT046,1340.5883
NCL17,OUT010,1973.0317200000002
NCJ31,OUT045,3681.34136
FDR60,OUT045,1019.07348
NCA18,OUT035,2112.11734
FDS21,OUT027,1335.5948000000003
FDW09,OUT035,1232.3958
FDL26,OUT035,2654.8774999999996
FDS47,OUT018,1453.7077199999999
FDC39,OUT046,3318.0143
FDT51,OUT035,1820.4303599999998
FDK40,OUT035,4158.653380000001
NCG19,OUT045,2892.1020399999998
FDZ07,OUT046,502.01320000000004
FDF08,OUT027,2758.94204
FDO04,OUT013,1502.8437600000002
FDK41,OUT018,1140.58198
FDP15,OUT049,3851.0537799999997
NCD43,OUT018,1446.2507600000001
NCP18,OUT013,2586.10036
FDZ51,OUT046,1516.6924000000004
DRH13,OUT035,1646.0573399999998
FDF38,OUT045,689.6356400000001
NCI43,OUT045,632.8428999999999
FDM38,OUT027,1794.59732
FDS03,OUT013,925.1291000000001
DRJ47,OUT017,2649.8174200000003
FDT50,OUT010,985.3840000000002
FDV02,OUT046,2662.5342
NCG18,OUT017,1784.5437399999998
FDW52,OUT046,3694.7905199999996
FDS40,OUT035,559.2719999999999
FDN31,OUT017,2360.9268
FDA37,OUT045,2217.31374
FDA15,OUT046,3456.5006999999996
FDL39,OUT046,2146.0065600000003
FDJ53,OUT045,1733.9429400000001
FDX22,OUT013,2908.81362
NCZ42,OUT045,3842.3318
FDD56,OUT027,4689.82862
FDD40,OUT017,3668.6245800000006
FDS50,OUT013,4399.73956
NCN14,OUT013,3124.53282
FDT15,OUT013,4393.34788
NCS18,OUT027,2655.6764599999997
NCO26,OUT010,818.20162
FDF58,OUT018,980.1907599999998
NCB19,OUT013,1337.2593000000002
FDH26,OUT017,2076.23072
DRB24,OUT027,3045.16946
FDA49,OUT018,1509.50176
FDB32,OUT045,1576.2815
FDI36,OUT017,3086.78196
NCA17,OUT010,1930.8199999999997
FDH22,OUT013,2024.83096
NCM26,OUT018,1888.7414400000002
FDT15,OUT027,6041.2694599999995
FDB16,OUT018,1343.5178200000003
NCP54,OUT027,3864.76926
FDJ36,OUT013,2321.17854
FDO28,OUT045,2132.75714
FDU09,OUT013,1091.5791000000002
FDF29,OUT017,2296.87684
FDY08,OUT013,2953.7551199999994
DRJ59,OUT018,556.3424799999999
FDT23,OUT027,2248.3400200000005
FDU15,OUT018,544.09176
FDT47,OUT013,1476.21176
FDI53,OUT019,1471.4180000000001
FDR59,OUT018,3075.19704
FDD53,OUT035,630.77892
FDY51,OUT017,2673.187
FDT04,OUT049,525.982
FDU51,OUT049,1804.45116
FDG14,OUT035,2828.4515600000004
NCU06,OUT045,2948.0958199999995
DRG25,OUT046,2701.2837600000007
DRH49,OUT035,1252.0368999999998
FDN15,OUT035,2200.8018999999995
FDL43,OUT018,1231.66342
NCT18,OUT049,2740.03332
NCB31,OUT013,5191.2426
FDK57,OUT035,1640.93068
FDY04,OUT019,1471.4180000000001
NCP54,OUT046,2343.41626
FDF41,OUT013,5807.97314
FDM01,OUT045,1769.2303399999996
FDW03,OUT045,1661.96996
FDF28,OUT045,2552.07798
FDY37,OUT017,2517.7226999999993
FDQ03,OUT017,3091.9752
FDP51,OUT027,2754.61434
FDJ40,OUT017,1705.7795999999998
FDC32,OUT049,937.1800800000001
DRI49,OUT027,1548.11816
NCW54,OUT017,731.1815599999999
FDF09,OUT017,547.7536600000001
FDP45,OUT018,3618.55642
DRJ23,OUT018,3169.80722
FDS59,OUT017,1979.4233999999997
FDY08,OUT046,1232.3958
FDX16,OUT049,1813.1065599999997
FDY16,OUT018,3174.0683400000003
FDK32,OUT035,2544.82076
FDQ22,OUT013,775.3241
NCC31,OUT018,2162.5184
FDG58,OUT049,2301.20454
DRF48,OUT013,3447.7787200000007
DRH36,OUT049,1028.661
NCR30,OUT035,1078.86232
FDB03,OUT019,4666.45904
FDZ28,OUT027,3043.6381200000005
FDR35,OUT017,2564.12896
DRD15,OUT027,4942.2334
FDJ33,OUT019,870.99956
FDA56,OUT010,1452.9753400000002
FDP56,OUT046,620.1927000000001
NCT30,OUT046,546.2223200000001
FDK15,OUT017,1577.67968
FDH44,OUT018,1868.36796
FDV01,OUT013,2523.11568
DRG03,OUT017,2352.00508
FDG50,OUT027,2509.59994
FDR16,OUT010,2698.2876600000004
FDZ60,OUT046,1326.40676
DRG03,OUT045,2338.68908
FDS56,OUT018,2996.29974
FDU33,OUT045,876.7254399999999
DRD27,OUT035,1367.28688
FDW22,OUT046,4276.03392
DRA24,OUT045,2713.0684200000005
FDF38,OUT049,610.8715
FDX48,OUT013,2694.4926
FDS58,OUT018,1942.27176
FDC32,OUT046,868.0700399999998
NCQ29,OUT045,4067.7716800000003
DRK39,OUT018,1216.01712
NCS38,OUT017,1700.65294
DRO47,OUT013,2154.1959000000006
DRG27,OUT027,972.3343199999999
FDC57,OUT027,5387.52044
FDS55,OUT046,2162.4518199999998
NCJ06,OUT018,2262.92104
FDO01,OUT019,1791.3348999999998
NCM55,OUT045,2411.39444
FDC52,OUT049,2858.81204
FDQ15,OUT045,1134.2568800000001
NCT30,OUT027,1305.70038
NCR42,OUT027,832.31658
FDD28,OUT035,920.40192
FDQ34,OUT049,1683.2089799999999
FDZ12,OUT027,2795.89394
DRE13,OUT019,1195.64364
NCN07,OUT019,2364.65528
FDM28,OUT035,2460.59706
FDI10,OUT017,2738.70172
FDQ25,OUT013,2887.9075000000003
FDA38,OUT010,3277.99972
DRI13,OUT049,3005.35462
FDY20,OUT027,2717.1297999999997
NCZ53,OUT035,3332.6619
NCM31,OUT013,2567.45796
DRB01,OUT017,2842.7662600000003
DRF37,OUT046,3809.9739200000004
NCF42,OUT049,1564.3636800000002
FDF16,OUT018,2405.3356599999997
FDB41,OUT013,739.63722
FDR34,OUT013,4123.76546
FDR15,OUT018,2312.9892000000004
NCV42,OUT019,711.00782
FDW51,OUT035,3266.0819
FDU36,OUT017,1928.4231200000002
FDX60,OUT049,1162.88628
FDY03,OUT035,1794.39758
FDW55,OUT045,4460.66026
FDT01,OUT010,2187.4859000000006
FDG58,OUT013,2083.6211000000003
FDK21,OUT017,3969.4330199999995
NCS41,OUT019,888.24378
FDS10,OUT045,3124.7991399999996
NCT53,OUT046,1546.45366
FDJ28,OUT018,2689.832
FDX44,OUT045,1312.7578600000002
FDT20,OUT018,529.7770600000001
FDO44,OUT017,1395.78312
NCX17,OUT049,3794.127880000001
FDY01,OUT017,1756.84646
FDJ12,OUT027,5416.615899999999
DRK35,OUT018,458.66962
FDD47,OUT019,2550.4800600000003
NCM53,OUT035,1714.9010599999997
FDO45,OUT013,2033.55294
NCM42,OUT010,1008.2875199999999
FDE04,OUT046,1946.99894
NCI30,OUT027,5414.15244
FDZ19,OUT013,3356.8970200000003
FDW57,OUT013,2953.9548600000003
FDA25,OUT013,2022.7004000000002
FDT22,OUT046,681.84578
FDP51,OUT013,2359.99468
FDD48,OUT027,1966.7066200000002
FDY39,OUT035,3418.28378
FDO48,OUT010,2593.22442
FDD23,OUT027,5957.5784
DRN35,OUT027,878.7894200000001
FDT01,OUT035,3805.4464799999996
FDC20,OUT010,746.1620599999999
DRJ35,OUT035,1203.03402
FDB32,OUT046,740.83566
FDL24,OUT046,2031.55554
NCV42,OUT035,1968.9703399999999
FDZ46,OUT046,1261.0251999999996
FDC15,OUT013,2251.53586
FDD08,OUT019,134.4916
FDY50,OUT049,1019.20664
FDD36,OUT013,2202.7993
FDG57,OUT027,1366.95398
FDL21,OUT018,475.64752
FDN16,OUT027,3098.36688
FDJ09,OUT027,834.04766
FDS01,OUT010,2107.65648
FDV33,OUT017,2921.5303999999996
DRE12,OUT017,1676.55098
FDR07,OUT013,1480.7392
FDP48,OUT010,2831.44766
NCB55,OUT035,970.7364
FDQ08,OUT013,1463.22866
FDR34,OUT035,5572.4131
FDO33,OUT046,1594.2580999999998
FDP13,OUT045,617.9955600000001
FDX12,OUT049,3947.0621400000005
NCT06,OUT049,2057.9878
FDR16,OUT019,1629.07944
FDE36,OUT046,2740.3662200000003
FDZ36,OUT049,3186.05274
FDV13,OUT045,1196.4425999999999
NCZ17,OUT035,710.8746600000001
FDU56,OUT045,2850.02348
FDM09,OUT035,3565.22584
FDV02,OUT017,3014.4094999999998
FDS34,OUT018,1562.4328600000001
FDA11,OUT049,1131.26078
FDP09,OUT017,3424.2093999999997
FDB29,OUT027,3414.15582
FDT19,OUT017,2603.6108999999997
DRH15,OUT017,706.6135400000001
FDY38,OUT046,2379.1697200000003
FDF14,OUT027,3710.56998
FDN48,OUT010,1327.6052000000002
FDQ12,OUT013,3766.29744
NCJ43,OUT045,2830.4489599999997
FDE17,OUT019,285.16214
FDB05,OUT035,5176.927900000001
FDH10,OUT045,1880.81842
NCR06,OUT017,694.02992
FDU32,OUT018,1623.2204
FDD56,OUT049,2093.2752
FDO36,OUT018,2699.88558
FDH16,OUT010,987.0485000000001
FDX10,OUT018,527.57992
FDZ37,OUT017,1351.0413600000002
FDU31,OUT010,2026.0294
DRC49,OUT049,2400.5419
FDL15,OUT045,2770.92644
FDN32,OUT019,1520.6872
DRH59,OUT027,1398.71264
NCU29,OUT049,2538.8285599999995
FDR37,OUT019,1405.9698600000002
FDS14,OUT018,2414.5236999999997
FDU02,OUT027,5539.1231
FDJ08,OUT035,2830.24922
NCZ06,OUT045,4101.1282599999995
FDO31,OUT049,1351.64058
FDH31,OUT018,1709.4415000000001
FDS58,OUT017,2315.38608
NCA53,OUT027,1335.52822
FDF50,OUT046,2939.2406800000003
NCW42,OUT049,2277.7018
NCQ17,OUT045,2480.3713199999997
FDK51,OUT018,4568.51986
NCW41,OUT010,2260.32442
NCR29,OUT017,719.9295399999999
FDB08,OUT019,748.7586800000001
FDA40,OUT027,2235.88956
FDL14,OUT018,2585.03508
FDB47,OUT046,3388.12304
FDO03,OUT035,3594.1215600000005
DRK13,OUT019,3650.78114
FDX13,OUT010,4077.62552
FDF52,OUT046,2930.98476
FDT11,OUT013,2879.1189400000003
FDB08,OUT013,2187.41932
FDQ28,OUT018,2417.6529600000003
FDD29,OUT045,3952.25538
NCQ29,OUT027,5051.82408
NCO02,OUT013,1459.8330799999999
FDR56,OUT010,1553.6443
NCM54,OUT049,1877.4894200000003
FDP51,OUT035,1957.1191
FDT38,OUT013,1183.2597600000001
FDZ20,OUT018,2476.1767800000002
FDJ53,OUT013,1970.6348400000002
FDX13,OUT049,4558.59944
FDP58,OUT035,3891.13494
NCK31,OUT019,533.6387
FDA35,OUT018,2151.06664
FDV37,OUT018,2882.3147799999997
NCO07,OUT027,4312.98582
FDA20,OUT045,3656.44044
FDZ59,OUT035,2939.3738399999997
NCY17,OUT017,724.92304
FDQ28,OUT035,2238.9522399999996
FDV35,OUT017,2472.1153999999997
FDQ36,OUT013,652.55058
FDD34,OUT018,1639.13302
FDK51,OUT045,4163.18082
FDV31,OUT035,2801.08718
FDR04,OUT035,1458.36832
FDR14,OUT049,961.54836
DRC36,OUT010,2329.36788
FDE39,OUT019,338.62588000000005
FDP57,OUT049,1374.67726
FDE57,OUT046,1533.0045000000002
NCN18,OUT046,1044.9731
NCQ05,OUT018,2582.77136
FDW47,OUT035,1619.82482
FDV46,OUT035,2471.3164399999996
NCP29,OUT045,891.9056800000001
FDE09,OUT018,1461.5641600000001
NCU06,OUT027,5676.07816
FDT19,OUT010,2350.67348
DRF15,OUT017,2341.01938
DRI51,OUT013,3037.44618
NCX54,OUT013,1736.3398200000004
DRE01,OUT013,4919.0635600000005
NCB07,OUT045,3168.0095599999995
FDU50,OUT035,2082.42266
FDG40,OUT035,620.3924400000001
FDW10,OUT018,3236.85328
FDX51,OUT013,3390.78624
NCP17,OUT045,855.0203599999999
FDP21,OUT035,2750.48638
FDL04,OUT045,1617.29478
FDV23,OUT013,1760.77468
FDF24,OUT046,1261.0252
FDH56,OUT027,3536.5964400000003
FDB51,OUT049,871.1992999999999
FDI58,OUT027,2105.72566
FDR20,OUT013,772.4611600000001
FDC51,OUT018,1919.63456
FDB16,OUT027,2773.65622
FDE40,OUT049,489.6293199999999
NCM17,OUT035,742.6999
FDU56,OUT035,2835.17614
FDS32,OUT019,1412.42812
FDX02,OUT049,2834.6434999999997
FDT39,OUT027,3823.6228199999996
FDE35,OUT017,850.7592400000001
NCI42,OUT019,2364.52212
DRL23,OUT046,1730.88026
FDA10,OUT046,2674.7183400000004
FDA11,OUT013,1655.1788000000001
NCM06,OUT046,1495.65312
NCT05,OUT035,4658.7357600000005
NCQ02,OUT010,1739.1361800000002
NCY06,OUT049,1514.695
FDY56,OUT035,3899.2577000000006
FDL02,OUT035,1612.50102
NCI06,OUT035,3871.89332
FDQ14,OUT045,2469.38562
FDQ12,OUT017,3231.4602999999997
FDP36,OUT046,747.4936600000002
FDK21,OUT027,5522.94416
FDO40,OUT045,2991.23966
NCK54,OUT019,650.1537000000001
FDY09,OUT018,3551.11088
NCW30,OUT049,3778.2152599999995
NCC55,OUT027,919.6695399999999
FDE58,OUT018,2007.1872599999995
FDR39,OUT013,3197.1716000000006
FDU28,OUT049,2833.3119
FDH08,OUT017,3303.83276
FDG35,OUT045,2259.3923000000004
FDG22,OUT049,606.8767
FDC34,OUT035,2899.9584800000002
FDP15,OUT018,3762.8352800000002
FDK34,OUT010,2901.8893
FDU45,OUT035,2017.0411
FDQ04,OUT027,877.25808
FDX22,OUT018,2926.3907400000003
FDB45,OUT017,1495.58654
NCH43,OUT027,3602.3109000000004
DRE60,OUT046,4029.82108
FDD17,OUT027,5146.301100000001
NCM54,OUT017,2394.48312
NCH55,OUT013,2581.6394999999998
NCT06,OUT017,3080.3237
FDA48,OUT027,3438.857
FDY58,OUT027,5756.30706
FDO25,OUT045,4045.6005400000004
FDN50,OUT045,1237.98852
FDH35,OUT035,2541.0257
FDK09,OUT045,4067.7716799999994
FDO16,OUT013,1503.50956
FDW11,OUT045,1040.57882
FDU47,OUT027,3530.9371400000005
NCQ42,OUT010,2549.2816199999997
FDK55,OUT027,2177.36574
FDN08,OUT049,1366.62108
FDT57,OUT045,3647.7850399999998
FDJ12,OUT018,3943.2005
DRL59,OUT017,743.89834
NCN53,OUT046,656.8782800000001
FDO51,OUT010,533.37238
FDK56,OUT017,2752.2840400000005
FDY12,OUT035,758.3462000000002
FDU15,OUT035,637.9029800000001
FDQ19,OUT046,3429.8687
DRF15,OUT045,2509.4002
DRE25,OUT019,1364.9565799999998
FDK57,OUT018,1983.01872
FDD33,OUT010,2175.0354399999997
FDR34,OUT027,5867.6954
FDU04,OUT045,2083.75426
FDE35,OUT019,878.45652
NCD31,OUT035,2718.1285
FDJ56,OUT035,1506.63882
NCU53,OUT046,1546.45366
FDD39,OUT035,3597.18424
NCU17,OUT019,449.61474
FDJ20,OUT046,1499.18186
NCW41,OUT018,2553.8090599999996
FDL52,OUT035,687.9045600000001
FDS39,OUT035,2037.28142
DRJ47,OUT045,1834.4787399999998
FDP13,OUT010,668.59636
DRK39,OUT010,1153.09902
FDF28,OUT010,1146.77392
FDB09,OUT045,1546.5202399999998
FDM51,OUT046,1084.2553
DRM49,OUT018,680.1147000000001
DRF23,OUT013,3476.94076
DRH01,OUT035,3564.82636
FDH12,OUT027,2025.0306999999998
FDA28,OUT019,248.0105
FDW37,OUT018,1346.7802399999998
FDF02,OUT046,1505.5735399999999
DRL37,OUT046,520.72218
NCF43,OUT046,1731.54606
FDH08,OUT010,3079.4581599999997
FDR34,OUT019,3082.5874200000003
NCK19,OUT049,2442.8867800000003
NCD55,OUT018,610.13912
FDT27,OUT049,3142.9088999999994
FDQ57,OUT045,2364.85502
FDA47,OUT035,2621.7872399999997
DRG15,OUT027,1683.2089799999999
FDE05,OUT018,1777.5528400000003
FDN46,OUT046,1474.0812
FDX27,OUT027,2950.4927
FDT51,OUT045,1613.96578
FDU33,OUT013,919.07032
FDJ16,OUT027,1672.0235400000001
FDD20,OUT019,318.25239999999997
FDT36,OUT049,457.4046
DRF15,OUT027,3120.67118
FDN52,OUT010,1156.42802
FDC22,OUT027,3786.6043400000003
FDX15,OUT045,2723.18858
FDT13,OUT013,2559.13546
FDU04,OUT017,2154.0627400000003
FDU31,OUT019,1252.63612
FDW59,OUT027,2076.8965200000002
NCO29,OUT046,2914.27318
FDL15,OUT035,2805.08198
FDI41,OUT049,1691.1985799999998
FDQ48,OUT049,1670.5587799999998
DRI39,OUT013,1650.1852999999999
FDI08,OUT013,4592.55524
FDC21,OUT049,1321.4132599999998
FDF58,OUT035,1091.51252
FDS08,OUT010,1822.2946000000004
FDE47,OUT045,2126.8980999999994
NCP18,OUT019,424.18118000000004
NCR41,OUT013,1380.6028800000001
FDA27,OUT013,3967.5022000000004
FDA43,OUT035,2965.6729400000004
FDA49,OUT045,1426.0104400000002
NCE55,OUT018,2534.10138
DRM49,OUT027,853.7553399999999
FDF22,OUT027,3511.4291999999996
FDQ15,OUT018,988.1137799999999
NCS54,OUT017,3330.9974
NCY05,OUT013,774.79146
FDR45,OUT046,2808.6773
FDK57,OUT049,1777.9523199999999
FDF41,OUT010,2494.55286
FDV21,OUT046,1291.5854199999999
FDD51,OUT046,673.9893399999999
FDF33,OUT046,1394.58468
FDA38,OUT046,3320.27802
FDR56,OUT045,2828.05208
NCN41,OUT017,1917.5040000000001
FDC60,OUT027,1773.0253999999998
FDB47,OUT045,2752.2174600000003
DRH01,OUT013,2962.676839999999
FDW08,OUT046,1392.72044
FDF38,OUT027,842.10384
FDY32,OUT017,2245.01102
FDG34,OUT049,684.8418800000001
FDG47,OUT019,3273.2059599999993
NCF18,OUT035,3233.32454
FDL39,OUT019,999.0328999999999
NCH55,OUT035,1734.4755799999998
DRJ35,OUT049,788.44036
FDS44,OUT035,3608.9689
DRE01,OUT018,3908.3791599999995
FDY39,OUT013,2996.49948
FDY32,OUT018,2441.8880799999997
FDR33,OUT027,3709.03864
NCP50,OUT049,1256.23144
FDZ47,OUT018,1518.2903199999998
FDU57,OUT049,1989.4104
FDY44,OUT013,3415.554
DRH59,OUT018,1456.6372399999998
FDB03,OUT027,4971.062540000001
FDY46,OUT045,2890.43754
FDM39,OUT045,2226.0357200000003
FDY36,OUT035,1330.2018199999998
NCM55,OUT035,3079.05868
FDJ50,OUT010,778.4533600000001
DRL60,OUT013,1519.48876
NCJ54,OUT049,3732.807699999999
FDX59,OUT017,508.13856
FDI07,OUT013,3452.70564
DRF51,OUT010,350.01106
FDM14,OUT017,1533.3374
FDP21,OUT045,2900.29138
FDE40,OUT035,1184.3250400000002
